,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
128,이디야커피,COFFEE이디야커피장위중앙점,음식,커피점/카페,서울특별시,성북구,장위1동,37.6144549086959,127.040766479936
129,이디야커피,하계을지점,음식,커피점/카페,서울특별시,노원구,하계1동,37.6358814987326,127.071161858219
130,이디야커피,교육개발원사거리점,음식,커피점/카페,서울특별시,서초구,양재1동,37.4782625960587,127.039807863486
131,이디야커피등촌동점,등촌동점,음식,커피점/카페,서울특별시,강서구,염창동,37.5518038339191,126.865777907713
132,이디야커피,신풍역점,음식,커피점/카페,서울특별시,영등포구,신길6동,37.4999311532961,126.911766848215
133,이디야커피,가산대륭19차점,음식,커피점/카페,서울특별시,금천구,가산동,37.4746973389965,126.882331184293
134,이디야커피,마곡대방디엠시티점,음식,커피점/카페,서울특별시,강서구,가양1동,37.5682528631838,126.840342131832
135,이디야커피창신중앙점,창신중앙점,음식,커피점/카페,서울특별시,종로구,숭인1동,37.5757209721104,127.015813912778
136,이디야커피,충무필동점,음식,커피점/카페,서울특별시,중구,필동,37.5613739400229,126.996262635429
137,이디야커피,명지대점,음식,커피점/카페,서울특별시,서대문구,남가좌2동,37.5794524407773,126.924049056536
138,이디야커피,암사중앙점,음식,커피점/카페,서울특별시,강동구,암사1동,37.5513597948836,127.134706465493
139,이디야커피,성공회대점,음식,커피점/카페,서울특별시,구로구,오류2동,37.487722292812,126.824344231175
140,이디야커피,장한평점,음식,커피점/카페,서울특별시,성동구,용답동,37.5608579726913,127.066253530676
141,이디야커피,수유1동점,음식,커피점/카페,서울특별시,강북구,,37.6297450144849,127.017707640557
